ID,homo_lumo_gap_ev,final_single_point_energy_hartree,homo_energy_ev,lumo_energy_ev,chemical_hardness_eta_ev,electrophilicity_index_omega_ev,dipole_moment_magnitude_debye,electronegativity_chi_ev
DB12196,3.3504,-5307.35606195,-4.4171,-1.0667,1.6752,2.24391583,33.82322162,2.7419
DB12203,3.0817,-5299.32056052,-4.1928,-1.1111,1.54085,2.2821296,42.38372753,2.65195
DB12209,2.65,-4401.56459837,-4.9605,-2.3105,1.325,4.98749443,27.87144813,3.6355
DB12230,2.9831,-4881.29466838,-4.5682,-1.5851,1.49155,3.17313373,24.4188485,3.07665
DB12233,2.466,-5256.82995212,-4.9216,-2.4556,1.233,5.51734386,45.88963634,3.6886
DB12241,2.8709,-5315.83466903,-4.9617,-2.0908,1.43545,4.33119895,29.84066477,3.52625
DB12241,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB12254,3.3289,-5201.030255,-4.9257,-1.5968,1.66445,3.19497479,18.73851768,3.26125
DB12260,2.9074,-5018.93616312,-4.9401,-2.0327,1.4537,4.18070612,32.77545464,3.4864
DB12270,2.7615,-4910.1328796,-5.042,-2.2805,1.38075,4.85415592,16.45771956,3.66125
DB12278,3.6864,-4815.88954336,-4.9919,-1.3055,1.8432,2.68942917,15.37143271,3.1487
DB12285,2.7034,-5396.89914174,-5.0036,-2.3002,1.3517,4.93318547,36.72542948,3.6519
DB12302,2.7768,-5186.06909631,-4.9696,-2.1928,1.3884,4.61862339,40.14467744,3.5812
DB12305,3.6955,-5235.50297547,-5.0118,-1.3163,1.84775,2.70902785,22.0556508,3.16405
DB12313,3.8844,-4759.11378421,-4.8879,-1.0035,1.9422,2.23384525,31.01669326,2.9457
DB12332,2.7672,-4715.83270778,-4.8505,-2.0833,1.3836,4.34352255,20.14781446,3.4669
DB12341,3.2084,-5008.38326601,-4.9323,-1.7239,1.6042,3.45226581,32.57156383,3.3281
DB12350,3.904,-4839.36170172,-4.9777,-1.0737,1.952,2.344995,27.14654213,3.0257
DB12357,2.6153,-4957.27893852,-4.9932,-2.3779,1.30765,5.19377463,22.53052239,3.68555
DB12359,3.2307,-5048.06975,-5.0367,-1.806,1.61535,3.62325063,36.61291436,3.42135
DB12361,2.9244,-5307.29328873,-4.8883,-1.9639,1.4622,4.01386993,19.4140675,3.4261
DB12368,2.9729,-5139.05800897,-4.9727,-1.9998,1.48645,4.08824349,36.32208161,3.48625
DB12371,2.9858,-5402.30490622,-4.7529,-1.7671,1.4929,3.55938107,27.23503055,3.26
DB12385,1.2644,-4899.00994705,-4.5226,-3.2582,0.6322,11.97027219,17.08495012,3.8904
DB12401,2.3931,-7334.84671105,-4.4805,-2.0874,1.19655,4.50642581,29.19801467,3.28395
DB12404,2.4982,-7396.8577363,-4.9972,-2.499,1.2491,5.62335026,22.80903542,3.7481
DB12414,2.8161,-5590.51753056,-4.8498,-2.0337,1.40805,4.20640001,35.42307707,3.44175
DB12438,3.7394,-4568.07767991,-5.0074,-1.268,1.8697,2.63281844,32.14947301,3.1377
DB12446,3.0578,-4633.82854255,-4.8356,-1.7778,1.5289,3.57586006,20.73193877,3.3067
DB12447,2.7622,-4888.56706968,-4.8873,-2.1251,1.3811,4.45059679,11.69423871,3.5062
DB12457,3.5429,-5479.26965691,-5.0125,-1.4696,1.77145,2.96491719,12.00847029,3.24105
DB12459,1.2959,-5075.62572805,-4.558,-3.2621,0.64795,11.79758546,31.34346753,3.91005
DB12474,3.9504,-4495.73787001,-5.0502,-1.0998,1.9752,2.39358673,42.91223448,3.075
DB12479,2.7845,-5052.05080677,-4.9713,-2.1868,1.39225,4.60032282,11.99590275,3.57905
DB12487,3.9154,-4649.61883691,-4.9827,-1.0673,1.9577,2.33708561,30.55815003,3.025
DB12491,3.9325,-5690.58102407,-5.0408,-1.1083,1.96625,2.40377818,14.1441875,3.07455
DB12500,2.8703,-5644.33557354,-4.5221,-1.6518,1.43515,3.31995272,49.28704891,3.08695
DB12512,3.4108,-4974.45579923,-4.8319,-1.4211,1.7054,2.86589722,19.84340375,3.1265
DB12515,1.1438,-4879.13631461,-4.352,-3.2082,0.5719,12.49270503,25.7858449,3.7801
DB12517,3.3403,-5189.81317058,-4.4276,-1.0873,1.67015,2.27630168,13.96337088,2.75745
DB12523,3.4263,-5074.76174728,-4.8092,-1.3829,1.71315,2.79763173,31.09854875,3.09605
DB12526,2.4109,-6451.50366148,-4.6663,-2.2554,1.20545,4.96805455,17.80029055,3.46085
DB12532,3.6825,-5123.06271203,-4.75,-1.0675,1.84125,2.2975768,24.18145225,2.90875
DB12547,2.7486,-5304.4886605,-4.9188,-2.1702,1.3743,4.57086526,33.82638135,3.5445
DB12549,1.8664,-4877.58242271,-4.8632,-2.9968,0.9332,8.27523575,24.93152021,3.93
DB12555,3.3905,-7479.83172182,-4.8544,-1.4639,1.69525,2.94358611,39.59233427,3.15915
DB12564,3.5325,-5435.11813573,-5.0322,-1.4997,1.76625,3.01951292,23.22360227,3.26595
DB12569,3.6808,-5019.16839335,-5.0844,-1.4036,1.8404,2.85903499,44.31559814,3.244
DB12572,3.6794,-4745.67387869,-4.9921,-1.3127,1.8397,2.70088214,38.93809818,3.1524
DB12588,3.0223,-5181.566781,-5.0408,-2.0185,1.51115,4.12216826,20.0000006,3.52965
DB12590,2.2212,-5180.97148857,-4.996,-2.7748,1.1106,6.7964763,22.73874259,3.8854
DB12591,2.8283,-5048.01908018,-4.5173,-1.689,1.41415,3.40470952,31.21187635,3.10315
DB12611,2.4099,-5028.66164825,-4.7859,-2.376,1.20495,5.32105187,31.74479529,3.58095
DB12615,3.5006,-5703.73640947,-4.5781,-1.0775,1.7503,2.28430922,16.30544843,2.8278
DB12627,2.757,-5452.83573392,-4.8862,-2.1292,1.3785,4.46280714,37.32574853,3.5077
DB12632,2.6665,-5637.36323213,-4.6194,-1.9529,1.33325,4.0497963,36.8104205,3.28615
DB12638,3.279,-5515.02051273,-4.9909,-1.7119,1.6395,3.42539858,18.92474853,3.3514
DB12638,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB12640,2.6577,-5534.71833973,-5.0213,-2.3636,1.32885,5.13006999,35.49233091,3.69245
DB12654,2.7751,-5389.24650357,-4.9918,-2.2167,1.38755,4.68113512,32.70484982,3.60425
DB12657,3.2428,-4803.58995322,-4.8518,-1.609,1.6214,3.21804742,29.91911963,3.2304
DB12670,3.4912,-4790.10270355,-5.002,-1.5108,1.7456,3.03739143,18.31616686,3.2564
DB12675,2.7134,-5097.9858867,-4.3877,-1.6743,1.3567,3.38577467,41.97873533,3.031
DB12679,1.8127,-7111.48269235,-5.0208,-3.2081,0.90635,9.33894125,33.50589265,4.11445
DB12685,2.8118,-4962.5186674,-5.0429,-2.2311,1.4059,4.70437762,37.87963942,3.637
DB12687,3.6175,-4976.93384329,-4.7532,-1.1357,1.80875,2.39662358,15.76110938,2.94445
DB12696,3.1313,-4974.51619948,-5.0239,-1.8926,1.56565,3.81933799,13.70333658,3.45825
DB12702,2.4288,-5609.12306761,-4.9522,-2.5234,1.2144,5.7522846,15.84045115,3.7378
DB12703,2.2581,-5701.64458968,-4.9262,-2.6681,1.12905,6.38516812,31.25940546,3.79715
DB12706,2.3691,-5689.88510382,-4.992,-2.6229,1.18455,6.11906441,26.23444683,3.80745
DB12725,2.8304,-5115.95211086,-4.5214,-1.691,1.4152,3.40887452,28.50037494,3.1062
DB12742,2.9517,-5428.23532767,-4.906,-1.9543,1.47585,3.98615341,31.38362234,3.43015
DB12743,3.604,-5064.89937548,-4.7808,-1.1768,1.802,2.46205589,12.4996183,2.9788
DB12746,2.5699,-4626.38656496,-4.7154,-2.1455,1.28495,4.57916152,21.30304298,3.43045
DB12753,3.4224,-4841.68591967,-4.9126,-1.4902,1.7112,2.99467098,26.30749689,3.2014
DB12756,2.6503,-5570.6305608,-4.9055,-2.2552,1.32515,4.83677551,28.07379006,3.58035
DB12780,2.9154,-5535.15433822,-5.0161,-2.1007,1.4577,4.34321553,43.03506929,3.5584
DB12781,2.9677,-5277.34351433,-4.99,-2.0223,1.48385,4.14229465,21.8794792,3.50615
DB12792,3.0107,-5439.88551396,-5.0194,-2.0087,1.50535,4.10155359,19.18878969,3.51405
DB12798,3.1019,-5654.12587595,-4.402,-1.3001,1.55095,2.62048619,23.51179196,2.85105
DB12830,3.6809,-4856.92395924,-4.796,-1.1151,1.84045,2.37313586,39.16146822,2.95555
DB12832,2.0619,-6428.69733284,-4.5137,-2.4518,1.03095,5.88270409,47.84614181,3.48275
DB12833,3.0406,-4883.48893803,-4.6808,-1.6402,1.5203,3.28512802,11.00175828,3.1605
DB12834,1.7956,-4304.89741579,-5.0115,-3.2159,0.8978,9.4244418,28.04101866,4.1137
DB12837,2.8612,-5411.49507979,-5.0876,-2.2264,1.4306,4.67413987,42.38726596,3.657
DB12848,2.0626,-4888.43586696,-4.9329,-2.8703,1.0313,7.38023978,19.56388685,3.9016
DB12850,2.8653,-5470.07403252,-4.9435,-2.0782,1.43265,4.30184194,24.09542979,3.51085
DB12853,3.2323,-5320.93892928,-4.6087,-1.3764,1.61615,2.77058302,39.48104668,2.99255
DB12854,2.9071,-5547.72548519,-4.9189,-2.0118,1.45355,4.13080067,36.35027675,3.46535
DB12858,3.0749,-5361.99753971,-4.7664,-1.6915,1.53745,3.39071778,24.20386553,3.22895
DB12867,2.5571,-4908.93370234,-4.7031,-2.146,1.27855,4.58626675,57.42807429,3.42455
DB12868,2.6536,-4750.52846867,-4.5752,-1.9216,1.3268,3.97652342,27.1615053,3.2484
DB12869,3.8722,-5107.57415792,-4.8877,-1.0155,1.9361,2.24986895,20.9953616,2.9516
DB12885,3.4692,-5725.68207078,-4.7988,-1.3296,1.7346,2.70648035,30.27537202,3.0642
DB12885,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB12888,2.5586,-5053.23537382,-5.0892,-2.5306,1.2793,5.67315642,34.23926028,3.8099
DB12895,3.4609,-6254.60212487,-5.0425,-1.5816,1.73045,3.1696019,34.07127879,3.31205
DB12912,2.7705,-4874.82169261,-4.9667,-2.1962,1.38525,4.62977228,30.14609379,3.58145
DB12923,3.6152,-5218.05537213,-4.6655,-1.0503,1.8076,2.25923667,32.09148956,2.8579
DB12931,3.3462,-4897.14591833,-4.9854,-1.6392,1.6731,3.27874344,33.70375282,3.3123
DB12941,2.4291,-5316.17062402,-4.948,-2.5189,1.21455,5.73819476,39.0915435,3.73345
DB12946,3.8546,-4635.2915288,-5.0046,-1.15,1.9273,2.45674656,33.75412232,3.0773
DB12959,2.3566,-10102.35481993,-4.9551,-2.5985,1.1783,6.05288052,10.80903108,3.7768
DB12962,3.1281,-8089.60428149,-4.8454,-1.7173,1.56405,3.44210793,33.68446919,3.28135
DB12973,1.939,-5666.41360215,-4.8706,-2.9316,0.9695,7.8486752,11.25894091,3.9011
DB12981,2.7337,-5268.33000259,-4.8119,-2.0782,1.36685,4.34150401,18.80084866,3.44505
DB12998,2.3628,-5019.82368495,-4.0753,-1.7125,1.1814,3.54437837,29.16233437,2.8939
DB13021,3.1921,-4702.57390322,-5.025,-1.8329,1.59605,3.68337399,18.03881816,3.42895
DB13021,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB13029,2.3723,-5049.63052435,-4.954,-2.5817,1.18615,5.98435848,24.29277712,3.76785
DB13064,3.8457,-4311.54152004,-4.9187,-1.073,1.92285,2.33380587,21.52117623,2.99585
DB13072,3.1672,-5129.49344871,-4.9145,-1.7473,1.5836,3.503061,15.1296073,3.3309
DB13080,2.2236,-4853.56262931,-4.6214,-2.3978,1.1118,5.53934708,19.25851265,3.5096
DB13090,3.4596,-5349.18679691,-5.027,-1.5674,1.7298,3.14242336,24.64456572,3.2972
DB13118,2.6701,-4790.2948401,-4.98,-2.3099,1.33505,4.97571645,23.67864992,3.64495
DB13119,2.3604,-4941.52097066,-4.9128,-2.5524,1.1802,5.90251769,28.16625983,3.7326
DB13122,2.329,-5004.96593225,-4.9563,-2.6273,1.1645,6.17335648,21.43556384,3.7918
DB13169,3.0171,-4493.66046065,-5.023,-2.0059,1.50855,4.09378503,27.2120852,3.51445
DB13216,2.7451,-4425.99590561,-4.737,-1.9919,1.37255,4.12353787,23.24019776,3.36445
DB13225,2.884,-4579.61881884,-4.7342,-1.8502,1.442,3.75817644,13.67813609,3.2922
DB13227,3.9335,-5218.35085481,-5.0206,-1.0871,1.96675,2.37091644,30.85821245,3.05385
DB13237,3.7676,-5453.07852895,-5.0326,-1.265,1.8838,2.63163325,24.67026478,3.1488
DB13239,2.8423,-10145.98557753,-4.8825,-2.0402,1.42115,4.21522845,39.66813174,3.46135
DB13240,3.1268,-5488.18073744,-4.9973,-1.8705,1.5634,3.77116196,21.45752161,3.4339
DB13246,3.6294,-4565.75558393,-4.722,-1.0926,1.8147,2.32886794,22.52536552,2.9073
DB13292,3.2623,-4829.9843277,-4.841,-1.5787,1.63115,3.15824327,21.05322777,3.20985
DB13300,3.6349,-5126.11373124,-5.0132,-1.3783,1.81745,2.80965585,39.50435783,3.19575
DB13304,1.0454,-4421.31241356,-4.6827,-3.6373,0.5227,16.5540463,15.8718068,4.16
DB13317,2.7298,-4638.8784521,-4.9445,-2.2147,1.3649,4.69394687,23.28462099,3.5796
DB13323,3.569,-5099.07142446,-4.9401,-1.3711,1.7845,2.79008444,29.83696945,3.1556
DB13325,1.1586,-5172.00096529,-4.9932,-3.8346,0.5793,16.81556466,33.72619679,4.4139
DB13335,2.7096,-4980.21171993,-5.0012,-2.2916,1.3548,4.90708332,14.1274214,3.6464
DB13350,1.6274,-4507.61353129,-5.0549,-3.4275,0.8137,11.05307696,38.06647903,4.2412
DB13364,3.3223,-4675.70318635,-5.0268,-1.7045,1.66115,3.40956564,22.33649218,3.36565
DB13401,3.2239,-6334.6538383,-5.0562,-1.8323,1.61195,3.67966068,30.51915771,3.44425
DB13421,3.2175,-4556.14130808,-5.0192,-1.8017,1.60875,3.614971,33.22921838,3.41045
DB13425,3.5277,-4798.73983065,-4.9943,-1.4666,1.76385,2.95824679,26.52256456,3.23045
DB13429,3.6173,-4654.4023026,-4.7289,-1.1116,1.80865,2.35752082,31.42799575,2.92025
DB13435,2.0632,-4533.08500781,-4.1363,-2.0731,1.0316,4.6719475,25.60669406,3.1047
DB13438,3.5119,-4281.80967666,-4.5521,-1.0402,1.75595,2.2262749,39.13109426,2.79615
DB13444,2.4914,-5484.45142352,-4.9176,-2.4262,1.2457,5.41175629,42.26179733,3.6719
DB13444,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB13448,3.3306,-5534.81450913,-4.622,-1.2914,1.6653,2.62477478,22.95131465,2.9567
DB13458,3.7031,-4773.17945536,-4.7666,-1.0635,1.85155,2.29470349,28.88449345,2.91505
DB13461,2.4948,-5822.31635348,-4.9294,-2.4346,1.2474,5.43415264,6.65912553,3.682
DB13465,2.9354,-4534.80369817,-4.9435,-2.0081,1.4677,4.11568633,27.00258941,3.4758
DB13471,2.9684,-5213.32627049,-4.9988,-2.0304,1.4842,4.16130345,11.93023141,3.5146
DB13472,3.4395,-4833.38683027,-4.9958,-1.5563,1.71975,3.12036738,19.789169,3.27605
DB13491,2.5774,-4973.34326391,-5.0128,-2.4354,1.2887,5.38097339,19.29996076,3.7241
DB13511,3.2894,-5193.06128681,-4.8121,-1.5227,1.6447,3.04992484,20.23663611,3.1674
DB13520,3.4976,-4926.37935615,-4.4886,-0.991,1.7488,2.14618711,28.1351359,2.7398
DB13532,2.9492,-5869.4377447,-4.8446,-1.8954,1.4746,3.85084091,28.36834568,3.37
DB13533,2.934,-4532.94862582,-5.038,-2.104,1.467,4.34629891,25.54665737,3.571
DB13534,2.908,-5401.25748623,-4.9678,-2.0598,1.454,4.24580139,24.72202402,3.5138
DB13551,2.485,-4463.23362395,-5.0128,-2.5278,1.2425,5.72038716,22.64747006,3.7703
DB13552,2.3802,-5098.37333532,-4.8361,-2.4559,1.1901,5.58495757,26.26125337,3.646
DB13557,3.0339,-5707.89218518,-4.449,-1.4151,1.51695,2.83361917,27.94846615,2.93205
DB13567,2.733,-5175.98534941,-4.9506,-2.2176,1.3665,4.70024618,27.5700037,3.5841
DB13575,2.5469,-6000.61165969,-4.4537,-1.9068,1.27345,3.97109822,40.90370089,3.18025
DB13579,2.0395,-4696.79720678,-4.5837,-2.5442,1.01975,6.22786938,14.83887387,3.56395
DB13605,3.4772,-4815.90315594,-4.677,-1.1998,1.7386,2.48308828,20.56975587,2.9384
DB13609,3.0089,-7802.45752097,-4.6606,-1.6517,1.50445,3.31060614,41.70127327,3.15615
DB13635,3.6266,-4846.8280495,-4.9976,-1.371,1.8133,2.79594289,35.17334933,3.1843
DB13643,1.2092,-5544.88495012,-4.7079,-3.4987,0.6046,13.92414066,36.84143926,4.1033
DB13645,3.4356,-5284.27801297,-4.8584,-1.4228,1.7178,2.87093036,33.01451905,3.1406
DB13656,3.5876,-5365.81855794,-4.9741,-1.3865,1.7938,2.81924074,33.90246275,3.1803
DB13659,0.2686,-5135.5217772,-3.7165,-3.4479,0.1343,47.77422502,28.84794728,3.5822
DB13661,1.7391,-4716.73613157,-5.0402,-3.3011,0.86955,10.00190985,36.53905769,4.17065
DB13679,3.4168,-4832.43496103,-4.8461,-1.4293,1.7084,2.88139818,18.14887201,3.1377
DB13685,3.7848,-4765.01688234,-4.9101,-1.1253,1.8924,2.40607517,45.860576,3.0177
DB13689,3.0219,-4922.49230769,-4.6557,-1.6338,1.51095,3.27259425,20.07818564,3.14475
DB13701,2.5559,-5577.92798343,-4.9647,-2.4088,1.27795,5.31794106,28.05042411,3.68675
DB13701,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB13708,2.9014,-5430.63224548,-4.9089,-2.0075,1.4507,4.12185402,35.35803764,3.4582
DB13728,2.0908,-5532.14683902,-5.0773,-2.9865,1.0454,7.77511843,30.56576937,4.0319
DB13739,3.2131,-5337.90459722,-4.961,-1.7479,1.60655,3.50201824,37.18573598,3.35445
DB13793,3.0,-4563.61550643,-4.5811,-1.5811,1.5,3.1643924,41.95982981,3.0811
DB13797,3.9574,-5070.43235955,-5.0036,-1.0462,1.9787,2.31212918,16.98538989,3.0249
DB13797,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB13814,2.5924,-5583.76906412,-5.0393,-2.4469,1.2962,5.40456627,34.62208399,3.7431
DB13823,2.5102,-4684.82254896,-4.9579,-2.4477,1.2551,5.46200615,22.32253736,3.7028
DB13842,2.8879,-4796.95144497,-5.0246,-2.1367,1.44395,4.439577,30.05608745,3.58065
DB13858,3.3525,-4864.68296903,-4.511,-1.1585,1.67625,2.39695975,28.22727647,2.83475
DB13866,3.9355,-4570.94523862,-5.024,-1.0885,1.96775,2.3734377,28.25000806,3.05625
DB13867,2.4059,-5494.76668,-5.0428,-2.6369,1.20295,6.12845423,28.44070296,3.83985
DB13871,3.5587,-4896.06960055,-4.8748,-1.3161,1.77935,2.69250308,24.39246858,3.09545
DB13874,2.469,-5433.48408107,-5.0496,-2.5806,1.2345,5.89509437,18.92475497,3.8151
DB13877,1.5653,-4544.31926771,-5.0002,-3.4349,0.78265,11.36378202,25.22447971,4.21755
DB13877,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB13936,2.5055,-5074.46834671,-5.0186,-2.5131,1.25275,5.66019805,33.61027915,3.76585
DB13937,2.792,-5204.27483134,-4.9821,-2.1901,1.396,4.60605774,36.46571578,3.5861
DB13941,2.2,-6014.66322283,-4.2306,-2.0306,1.1,4.4548438,45.04960078,3.1306
DB13944,2.8692,-4882.0811379,-5.022,-2.1528,1.4346,4.48537528,28.05442065,3.5874
DB13950,2.6001,-5021.2284382,-4.8495,-2.2494,1.30005,4.84542722,23.12487583,3.54945
DB13953,2.8117,-4836.78924814,-4.9894,-2.1777,1.40585,4.56728335,26.14402478,3.58355
DB13954,3.9164,-4879.67360092,-5.011,-1.0946,1.9582,2.37963125,41.44955895,3.0528
DB13955,3.8354,-5189.50009938,-4.9965,-1.1611,1.9177,2.47145264,30.69519842,3.0788
DB13956,3.962,-4763.0103649,-5.066,-1.104,1.981,2.40212645,25.39095068,3.085
DB13994,2.5763,-4846.36657533,-5.02,-2.4437,1.28815,5.40569981,25.09411308,3.73185
DB13997,2.5286,-5972.87933764,-4.979,-2.4504,1.2643,5.45716843,7.76242224,3.7147
DB14000,3.9708,-4411.98587515,-5.0312,-1.0604,1.9854,2.33627925,26.22804823,3.0458
DB14001,3.8913,-5307.65981783,-4.9606,-1.0693,1.94565,2.33596061,27.7467578,3.01495
DB14018,3.1639,-6856.30798346,-4.9454,-1.7815,1.58195,3.5755858,24.73711929,3.36345
DB14049,2.4653,-3922.65488823,-5.0254,-2.5601,1.23265,5.83497041,36.28819445,3.79275
DB14050,3.9381,-4531.71829821,-4.9873,-1.0492,1.96905,2.3132559,28.20211705,3.01825
DB14061,2.0689,-5076.28085601,-4.4664,-2.3975,1.03445,5.693016,26.34842918,3.43195
DB14064,3.7882,-4645.53473201,-4.9451,-1.1569,1.8941,2.45726229,43.70537854,3.051
DB14065,3.2156,-5223.23561313,-4.4699,-1.2543,1.6078,2.54746125,24.5177294,2.8621
DB14071,3.6954,-5235.50297408,-5.0118,-1.3164,1.8477,2.70918678,22.06087926,3.1641
DB14103,3.4996,-4573.96349671,-4.5648,-1.0652,1.7498,2.26432307,34.11379558,2.815
DB14107,3.1949,-4685.91292429,-5.1162,-1.9213,1.59745,3.87542695,49.31140715,3.51875
DB14132,3.2162,-4742.34634404,-4.9662,-1.75,1.6081,3.50626068,24.96454135,3.3581
DB14146,3.4614,-5659.08579692,-4.553,-1.0916,1.7307,2.30120104,27.19328296,2.8223
DB14152,3.9317,-4966.39835823,-4.9886,-1.0569,1.96585,2.32393559,54.02113539,3.02275
DB14189,3.9274,-3832.27622412,-5.0141,-1.0867,1.9637,2.36923669,21.95234322,3.0504
DB14539,2.9088,-4988.64621153,-5.0126,-2.1038,1.4544,4.35258087,36.07867695,3.5582
DB14542,2.881,-5403.72138547,-5.0438,-2.1628,1.4405,4.50668896,52.51706959,3.6033
DB14544,2.9455,-5106.52737188,-5.0287,-2.0832,1.47275,4.29291475,25.30283788,3.55595
DB14545,2.8381,-5216.51050984,-4.9829,-2.1448,1.41905,4.47518651,14.04094401,3.56385
DB14581,3.6134,-5434.53960128,-5.0363,-1.4229,1.8067,2.88656561,21.39941017,3.2296
DB14584,2.9243,-4684.35213326,-5.0231,-2.0988,1.46215,4.33620521,39.40610179,3.56095
DB14632,2.6304,-5144.61558886,-5.0139,-2.3835,1.3152,5.20087503,43.92693802,3.6987
DB14634,2.5445,-5124.73157,-5.0199,-2.4754,1.27225,5.51970152,33.18002216,3.74765
DB14637,2.3372,-5086.65986264,-5.0167,-2.6795,1.1686,6.33573233,45.65367006,3.8481
DB14646,2.6033,-4986.23612852,-5.0825,-2.4792,1.30165,5.49104088,36.85942729,3.78085
DB14651,2.9149,-5904.39620344,-4.3759,-1.461,1.45745,2.92200432,20.08445334,2.91845
DB14652,2.3673,-5510.30095628,-4.9471,-2.5798,1.18365,5.983,17.91743947,3.76345
DB14653,2.2874,-5667.53495772,-4.9989,-2.7115,1.1437,6.49758111,21.84996942,3.8552
DB14657,2.4004,-5125.9673214,-4.9872,-2.5868,1.2002,5.97457465,33.80613163,3.787
DB14664,2.3486,-5267.88004283,-4.9772,-2.6286,1.1743,6.15773159,26.0961932,3.8029
DB14672,2.3866,-5092.64611052,-5.0312,-2.6446,1.1933,6.17174072,25.25502879,3.8379
DB14674,3.8352,-6305.23078962,-4.9847,-1.1495,1.9176,2.45283229,22.0891304,3.0671
DB14679,3.4233,-4917.66783194,-4.5075,-1.0842,1.71165,2.28340409,35.10690704,2.79585
DB14703,2.2854,-5942.60134297,-4.788,-2.5026,1.1427,5.81439227,27.54903445,3.6453
DB14706,3.9442,-5337.62618746,-5.0413,-1.0971,1.9721,2.38831414,31.64200124,3.0692
DB14714,3.718,-5069.64970892,-4.8934,-1.1754,1.859,2.47648826,34.13934523,3.0344
DB14715,2.5169,-7894.06572839,-5.0446,-2.5277,1.25845,5.69547134,23.2737004,3.78615
DB14720,2.6182,-10131.65533219,-4.4746,-1.8564,1.3091,3.82720581,34.55250458,3.1655
DB14723,2.8529,-5133.70374643,-4.542,-1.6891,1.42645,3.40238067,16.88001734,3.11555
DB14729,1.8062,-6294.2990228,-4.8541,-3.0479,0.9031,8.64267578,25.06606975,3.951
DB14769,2.5629,-4654.44671279,-4.9353,-2.3724,1.28145,5.20918484,29.78282225,3.65385
DB14775,2.5658,-4998.02388946,-4.9623,-2.3965,1.2829,5.27632098,40.9444792,3.6794
DB14802,3.6056,-5311.92338761,-4.7379,-1.1323,1.8028,2.38928667,40.41148846,2.9351
DB14814,3.1156,-4943.33217075,-4.9314,-1.8158,1.5578,3.65296475,41.03033016,3.3736
DB14820,3.255,-5789.3124761,-5.049,-1.794,1.6275,3.59651682,40.12404874,3.4215
DB14821,1.0867,-5559.86852997,-4.6999,-3.6132,0.54335,15.89850732,19.83210441,4.15655
DB14822,2.8988,-5534.74198134,-4.9551,-2.0563,1.4494,4.2396621,25.15602081,3.5057
DB14826,2.4169,-5199.98664942,-4.9243,-2.5074,1.20845,5.71291374,25.40685392,3.71585
DB14840,2.8595,-7667.01880963,-4.8947,-2.0352,1.42975,4.19859364,33.27211743,3.46495
DB14857,2.9262,-4628.32578985,-4.7628,-1.8366,1.4631,3.72087352,40.72205727,3.2997
DB14867,3.3707,-5455.96436178,-4.92,-1.5493,1.68535,3.10409132,30.96840018,3.23465
DB14888,2.0346,-4753.36323247,-4.9756,-2.941,1.0173,7.70084483,28.89686923,3.9583
DB14889,2.6623,-5158.12940721,-4.8733,-2.211,1.33115,4.71277716,35.6864753,3.54215
DB14898,3.3429,-5420.2362545,-4.9954,-1.6525,1.67145,3.30510742,32.68418891,3.32395
DB14900,3.5039,-5124.26226354,-4.6563,-1.1524,1.75195,2.4073886,39.42680903,2.90435
DB14902,2.7786,-5875.15493129,-5.0302,-2.2516,1.3893,4.77080285,20.07524769,3.6409
DB14904,2.924,-5009.79420925,-4.912,-1.988,1.462,4.07062244,31.45340021,3.45
DB14904,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB14914,2.9258,-4521.50351971,-4.9068,-1.981,1.4629,4.05374503,39.53918384,3.4439
DB14918,2.7218,-4920.32576397,-4.8383,-2.1165,1.3609,4.44276242,24.55353868,3.4774
DB14924,3.2476,-4573.65201461,-4.968,-1.7204,1.6238,3.44367337,32.75839672,3.3442
DB14925,3.6397,-5731.02937868,-4.9125,-1.2728,1.81985,2.62782208,54.18908899,3.09265
DB14945,3.5969,-4841.31610642,-4.6212,-1.0243,1.79845,2.21521798,40.69674434,2.82275
DB14969,3.428,-4853.61651245,-5.0046,-1.5766,1.714,3.15870722,21.07294735,3.2906
DB15141,2.9464,-4908.20968913,-5.051,-2.1046,1.4732,4.34450612,39.79761277,3.5778
DB15347,2.6312,-4886.86027095,-4.412,-1.7808,1.3156,3.64384804,28.79756733,3.0964
DB15393,2.7139,-5372.93684066,-4.9787,-2.2648,1.35695,4.8332927,21.37038867,3.62175
DB15661,3.5118,-4839.2617893,-5.0019,-1.4901,1.7559,3.00031779,36.89097772,3.246
DB15947,2.2315,-4850.59631989,-4.7737,-2.5422,1.11575,5.99623491,12.64582352,3.65795
DB15982,2.6602,-5603.4241072,-4.9998,-2.3396,1.3301,5.06228783,33.37847268,3.6697
